	G1_rep1	G1_rep2	G1_rep3	G2_rep1	G2_rep2	G2_rep3
gene_807	14	1	1	0	0	2
gene_808	117	94	113	13	25	26
gene_809	255	296	324	83	83	33
gene_810	528	1421	781	246	215	411
gene_811	197	63	77	42	11	46
gene_812	270	272	326	74	48	48
gene_813	715	737	808	204	178	205
gene_814	26	37	27	8	11	7
gene_815	94	180	144	47	34	23
gene_816	1000	667	627	168	236	245
gene_817	10	22	16	1	3	4
gene_818	377	460	594	84	183	118
gene_819	48	36	51	11	13	5
gene_820	112	199	166	36	30	52
gene_821	4	1	2	0	1	1
gene_822	2317	1056	2436	312	558	531
gene_823	83	244	152	24	23	25
gene_824	63	57	50	10	6	14
gene_825	25	80	13	8	23	1
gene_826	216	137	336	58	76	66
gene_827	388	391	185	54	32	55
gene_828	131	252	286	39	7	9
gene_829	13	40	2	15	6	7
gene_830	1	2	0	2	1	1
gene_831	1	4	1	0	1	0
gene_832	19	126	51	0	5	3
gene_833	57	38	29	3	17	4
gene_834	5	2	5	0	3	0
gene_835	731	1084	848	142	293	370
gene_836	3	10	133	0	24	25
gene_837	1064	1116	1040	279	235	268
gene_838	8	6	16	2	0	3
gene_839	9	1	1	0	2	0
gene_840	42	110	3	3	0	7
gene_841	204	257	202	49	70	63
gene_842	107	121	192	53	23	49
gene_843	0	0	3	0	0	0
gene_844	143	266	228	29	47	42
gene_845	2	3	0	3	0	0
gene_846	0	6	11	1	8	0
gene_847	104	40	77	9	13	0
gene_848	162	68	145	15	28	14
gene_849	239	314	330	131	90	93
gene_850	2	60	16	5	4	6
gene_851	26	30	33	6	23	13
gene_852	96	105	128	36	30	37
gene_853	181	184	188	64	56	31
gene_854	199	82	102	27	84	45
gene_855	18	37	15	5	16	9
gene_856	7	22	0	11	0	0
gene_857	13	6	0	24	7	0
gene_858	63	193	123	60	23	34
gene_859	19	13	24	8	8	3
gene_860	80	33	6	6	0	4
gene_861	3886	4037	2451	843	849	878
gene_862	8	4	2	2	3	0
gene_863	12	7	3	1	3	1
gene_864	492	581	391	130	100	102
gene_865	1	1	1	0	2	0
gene_866	2	21	1	27	0	3
gene_867	506	292	661	105	149	127
gene_868	257	203	172	57	52	55
gene_869	369	449	582	167	118	114
gene_870	806	395	342	185	344	90
gene_871	19	5	7	8	8	11
gene_872	62	25	25	3	5	8
gene_873	12515	19672	5643	3516	1411	1246
gene_874	539	190	327	55	82	107
gene_875	17	0	11	2	0	5
gene_876	79	66	34	17	10	15
gene_877	28	28	22	2	1	10
gene_878	189	249	213	48	43	61
gene_879	881	849	438	216	150	180
gene_880	265	276	245	73	67	65
gene_881	25	16	12	11	10	6
gene_882	139	140	170	52	24	24
gene_883	1	2	9	2	0	1
gene_884	53	1	15	1	0	0
gene_885	40	103	102	18	66	55
gene_886	5	7	30	0	2	5
gene_887	0	4	0	4	1	3
gene_888	1525	2409	2144	430	398	566
gene_889	315	329	311	77	46	63
gene_890	0	0	1	0	0	0
gene_891	2304	1729	3011	219	748	212
gene_892	34	75	9	28	24	2
gene_893	246	278	203	78	67	57
gene_894	351	253	295	104	97	78
gene_895	0	16	0	0	2	2
gene_896	2	1	3	0	0	1
gene_897	67	75	0	0	13	1
gene_898	894	858	765	210	247	255
gene_899	72	14	92	22	11	1
gene_900	44	53	265	22	22	7
gene_901	5981	4880	3744	2342	1043	3001
gene_902	20	0	0	2	2	2
gene_903	5	6	11	3	9	0
gene_904	117	0	12	0	0	0
gene_905	3	5	0	6	5	0
gene_906	59	53	53	22	15	13
gene_907	79	75	50	21	0	8
gene_908	320	286	207	69	67	46
gene_909	170	216	190	51	48	49
gene_910	5	7	6	6	1	1
gene_911	414	140	63	13	2	9
gene_912	1	0	0	0	0	0
gene_913	2	3	11	0	0	0
gene_914	38	2	9	8	1	1
gene_915	48	112	89	48	35	24
gene_916	19	11	32	1	4	2
gene_917	231	163	166	10	30	20
gene_918	284	241	196	91	59	71
gene_919	68	24	45	8	8	6
gene_920	44	42	36	8	13	17
gene_921	76	19	9	5	1	13
gene_922	101	101	204	19	59	17
gene_923	83	211	223	72	48	40
gene_924	1	0	0	0	0	1
gene_925	1720	1634	1731	390	401	415
gene_926	147	154	120	28	42	43
gene_927	5771	3032	2562	726	958	1012
gene_928	89	67	73	22	14	9
gene_929	428	439	418	136	116	99
gene_930	646	452	494	192	191	141
gene_931	68	161	126	35	41	42
gene_932	356	229	478	99	69	104
gene_933	94	91	101	26	20	25
gene_934	93	223	102	51	74	47
gene_935	29	54	5	1	6	7
gene_936	54	23	8	3	12	6
gene_937	1	0	3	0	0	0
gene_938	276	171	301	46	64	96
gene_939	94	0	11	5	7	3
gene_940	74	63	65	25	17	25
gene_941	309	497	261	100	58	112
gene_942	134	109	161	43	8	36
gene_943	9	16	5	0	0	1
gene_944	403	433	440	105	108	127
gene_945	9	56	51	2	9	22
gene_946	247	242	214	55	64	52
gene_947	43	34	51	27	2	8
gene_948	1125	1243	1076	339	422	325
gene_949	1	0	0	8	6	8
gene_950	7	4	8	0	0	1
gene_951	71	60	45	11	13	13
gene_952	28	90	99	12	23	26
gene_953	11	1	5	5	0	0
gene_954	0	34	0	11	0	5
gene_955	141	133	186	25	45	34
gene_956	225	177	126	85	36	60
gene_957	1188	955	679	341	226	207
gene_958	1	0	0	0	1	0
gene_959	29	6	44	0	8	18
gene_960	7	9	10	2	0	2
gene_961	1	5	11	0	0	0
gene_962	172	150	285	41	32	37
gene_963	325	261	373	151	78	123
gene_964	877	801	791	197	192	201
gene_965	73	0	93	26	2	35
gene_966	7	1	0	8	6	0
gene_967	416	398	593	55	155	135
gene_968	107	2	14	18	8	51
gene_969	2292	1500	1938	509	527	729
gene_970	53	32	37	4	5	8
gene_971	0	77	24	71	29	15
gene_972	190	88	149	56	76	87
gene_973	72	99	123	17	38	9
gene_974	18	18	1	6	2	2
gene_975	9	40	31	1	22	19
gene_976	166	114	125	26	41	31
gene_977	311	387	427	88	53	74
gene_978	566	967	67	12	110	22
gene_979	4	0	0	2	0	14
gene_980	403	928	779	261	132	345
gene_981	2	5	9	0	2	2
gene_982	113	173	154	53	14	35
gene_983	106	77	98	51	33	32
gene_984	106	434	66	99	28	22
gene_985	43	6	20	1	19	8
gene_986	56	8	79	0	4	21
gene_987	109	42	9	7	3	0
gene_988	55	37	42	21	14	16
gene_989	13	1	0	0	1	6
gene_990	446	601	534	118	104	103
gene_991	577	652	662	172	146	152
gene_992	287	208	312	91	91	118
gene_993	53	62	77	19	9	12
gene_994	1061	703	1293	238	138	433
gene_995	4	94	4	5	9	47
gene_996	4	8	1	0	2	0
gene_997	0	6	2	1	0	1
gene_998	122	138	140	21	24	26
gene_999	90	96	75	5	70	97
gene_1000	196	148	201	59	49	44
gene_1001	69	46	40	13	6	8
gene_1002	277	453	399	113	157	113
gene_1003	1	1	4	0	3	0
gene_1004	426	541	537	182	72	102
gene_1005	59	57	53	28	25	20
gene_1006	28	2	0	0	2	8
gene_1007	7	0	2	0	2	0
gene_1008	39	1	0	5	0	0
gene_1009	845	583	884	188	170	164
gene_1010	1103	918	1702	317	316	419
gene_1011	21	29	12	3	3	4
gene_1012	14	27	16	12	3	10
gene_1013	8	0	1	2	0	2
gene_1014	0	1	0	0	0	1
gene_1015	15	6	34	3	1	0
gene_1016	41	17	19	18	17	5
gene_1017	964	383	429	27	143	144
gene_1018	0	0	3	1	1	0
gene_1019	923	942	933	195	203	243
gene_1020	54	132	344	45	33	39
gene_1021	125	227	139	86	38	44
gene_1022	4	9	1	0	3	2
gene_1023	15	2	3	0	0	0
gene_1024	16	28	51	17	28	6
gene_1025	8293	10892	8569	2814	3180	2656
gene_1026	9009	7223	6404	2575	3038	3594
gene_1027	61	79	73	18	19	17
gene_1028	101	104	12	15	2	27
gene_1029	26	0	1	0	0	1
gene_1030	237	474	410	104	117	88
gene_1031	23	94	128	9	24	17
gene_1032	635	848	654	82	207	109
gene_1033	283	280	274	63	66	62
gene_1034	336	328	644	103	87	73
gene_1035	24	93	58	28	8	7
gene_1036	2875	4634	3479	1615	2017	1974
gene_1037	61	56	70	9	15	12
gene_1038	26	121	58	58	28	46
gene_1039	250	125	115	37	50	47
gene_1040	346	254	298	75	31	110
gene_1041	2058	2021	3640	433	237	316
gene_1042	0	1	0	0	0	1
gene_1043	157	170	162	45	39	35
gene_1044	125	221	352	22	43	8
gene_1045	0	21	8	0	1	5
gene_1046	115	66	111	40	23	54
gene_1047	139	166	229	40	58	23
gene_1048	716	668	585	143	132	167
gene_1049	60	9	43	4	9	6
gene_1050	86	66	73	22	18	24
gene_1051	1	1	0	0	0	11
gene_1052	0	7	6	0	0	9
gene_1053	40	30	52	15	9	3
gene_1054	416	568	803	217	115	117
gene_1055	3	15	27	0	1	3
gene_1056	33	26	1	1	4	0
gene_1057	13	6	2	22	7	0
gene_1058	28	18	54	2	11	14
gene_1059	390	253	344	18	48	211
gene_1060	58	65	51	7	13	16
gene_1061	7	1	6	2	5	5
gene_1062	106	11	5	14	24	17
gene_1063	23	3	44	3	21	20
gene_1064	0	1	0	1	0	0
gene_1065	472	45	193	6	0	8
gene_1066	172	151	28	47	22	37
gene_1067	28	26	67	7	1	8
gene_1068	70	71	63	19	26	6
gene_1069	31	19	11	0	4	2
gene_1070	34	11	19	0	3	3
gene_1071	0	0	0	0	0	0
gene_1072	22	34	39	8	10	6
gene_1073	4	0	0	1	0	0
gene_1074	8	24	19	8	1	5
gene_1075	14	423	215	33	63	116
gene_1076	90	57	244	23	21	15
gene_1077	33	23	12	4	3	7
gene_1078	838	764	861	203	220	143
gene_1079	28	5	8	3	0	5
gene_1080	7	8	1	1	0	0
gene_1081	538	1106	1010	68	446	65
gene_1082	4	1	3	1	0	0
gene_1083	0	5	1	0	2	0
gene_1084	598	250	560	90	75	166
gene_1085	505	294	525	91	119	128
gene_1086	5	12	3	0	0	1
gene_1087	236	195	197	33	39	50
gene_1088	77	28	62	0	1	4
gene_1089	187	151	262	22	31	61
gene_1090	0	0	0	3	1	1
gene_1091	0	2	0	0	0	0
gene_1092	0	3	0	1	0	1
gene_1093	0	5	0	0	1	1
gene_1094	36	98	82	19	18	26
gene_1095	6	52	1	0	0	3
gene_1096	404	219	314	100	94	48
gene_1097	137	38	149	24	38	37
gene_1098	0	27	6	1	10	2
gene_1099	46	36	20	6	10	8
gene_1100	4	19	11	0	0	0
gene_1101	294	120	157	47	31	54
gene_1102	760	835	667	173	123	326
gene_1103	39	36	35	25	10	20
gene_1104	510	267	697	99	203	145
gene_1105	67	77	70	15	26	9
gene_1106	42	49	56	9	7	11
gene_1107	33	155	49	16	16	8
gene_1108	507	639	789	109	175	142
gene_1109	362	255	216	93	76	138
gene_1110	25	67	74	4	12	10
gene_1111	8	52	24	1	3	1
gene_1112	1322	664	1054	263	265	333
gene_1113	96	60	109	17	19	12
gene_1114	144	158	231	75	52	63
gene_1115	1	6	5	1	0	0
gene_1116	9	5	10	6	2	5
gene_1117	883	1029	816	227	201	253
gene_1118	274	260	258	31	51	83
gene_1119	16	16	21	2	0	0
gene_1120	418	953	855	260	165	301
gene_1121	67	51	105	18	13	21
gene_1122	451	142	152	85	41	127
gene_1123	39	8	0	2	3	0
gene_1124	0	36	14	1	38	61
gene_1125	217	205	146	123	33	43
gene_1126	1146	890	838	218	215	281
gene_1127	7488	11696	12201	1794	1756	3612
gene_1128	2	11	22	2	3	3
gene_1129	1	7	8	6	1	2
gene_1130	7	7	6	0	0	0
gene_1131	20	22	31	29	1	0
gene_1132	6	8	2	0	1	1
gene_1133	37	30	25	21	5	4
gene_1134	342	430	363	110	88	96
gene_1135	146	244	347	57	15	28
gene_1136	0	3	16	0	0	0
gene_1137	24	891	326	31	59	46
gene_1138	2	0	11	2	0	5
gene_1139	8	4	15	1	0	2
gene_1140	0	0	1	0	0	0
gene_1141	23	14	20	4	4	7
gene_1142	90	94	203	40	23	54
gene_1143	3	221	4	3	12	13
gene_1144	610	740	832	169	169	164
gene_1145	10	12	17	4	5	8
gene_1146	287	233	194	72	69	42
gene_1147	0	8	0	0	21	4
gene_1148	74	110	136	9	55	29
gene_1149	333	65	717	146	186	91
gene_1150	382	130	181	69	96	75
gene_1151	3765	4574	3940	1323	818	1271
gene_1152	179	159	170	36	32	26
gene_1153	440	434	508	115	177	95
gene_1154	32	39	58	8	17	4
gene_1155	4	0	2	1	1	0
gene_1156	969	2535	2218	452	468	167
gene_1157	64	59	65	7	38	29
gene_1158	194	214	223	44	41	40
gene_1159	515	467	504	134	237	34
gene_1160	37	32	81	22	11	6
gene_1161	316	298	568	69	80	109
gene_1162	2254	2234	2261	495	557	564
gene_1163	90	63	126	20	12	16
gene_1164	259	419	275	64	54	60
gene_1165	118	31	13	3	8	7
gene_1166	92	184	154	44	49	0
gene_1167	26	22	9	0	0	0
gene_1168	190	129	146	43	35	49
gene_1169	1387	921	1483	789	458	270
gene_1170	337	316	141	59	85	82
gene_1171	134	190	147	40	43	31
gene_1172	129	171	160	46	45	38
gene_1173	59	50	62	11	12	21
gene_1174	588	665	485	189	123	200
gene_1175	1	1	3	0	0	2
gene_1176	2	0	1	0	1	1
gene_1177	0	8	1	0	0	0
gene_1178	224	159	259	64	42	40
gene_1179	38	46	0	22	16	10
gene_1180	2397	2970	4980	2208	141	759
gene_1181	3	1	3	4	0	0
gene_1182	233	228	409	40	35	82
gene_1183	1729	1200	1237	309	215	486
gene_1184	613	557	481	160	119	143
gene_1185	80	75	423	93	61	41
gene_1186	149	147	260	89	63	12
gene_1187	28	9	97	7	25	13
gene_1188	220	226	209	47	56	79
gene_1189	2	1	0	4	0	0
gene_1190	835	509	931	138	61	385
gene_1191	173	139	138	29	38	40
gene_1192	184	184	180	69	61	47
gene_1193	32	22	33	14	42	16
gene_1194	3	0	0	2	7	4
gene_1195	241	185	120	25	32	40
gene_1196	26	42	3	1	1	0
gene_1197	1	17	3	3	4	6
gene_1198	99	104	96	22	14	37
gene_1199	31	29	40	9	10	8
gene_1200	36	12	65	8	5	9
gene_1201	1	3	0	0	0	0
gene_1202	103	152	111	29	34	29
gene_1203	280	246	242	60	59	66
gene_1204	0	1	4	0	0	0
gene_1205	0	24	0	0	0	0
gene_1206	583	594	583	143	158	157
gene_1207	204	247	222	48	43	42
gene_1208	29	32	39	2	1	2
gene_1209	240	380	427	69	81	94
gene_1210	5	0	1	0	1	1
gene_1211	288	213	246	62	73	85
gene_1212	6858	9127	6291	1722	1055	1335
gene_1213	3	59	14	0	0	0
gene_1214	30	28	34	3	2	2
gene_1215	5	0	0	2	2	0
gene_1216	0	3	4	2	10	0
gene_1217	1060	2002	1073	409	544	497
gene_1218	153	145	168	39	36	31
gene_1219	5	1	11	0	0	0
gene_1220	595	613	627	208	149	158
gene_1221	125	212	140	53	7	33
gene_1222	1117	1081	1061	293	270	265
gene_1223	198	266	188	22	15	63
gene_1224	7	101	30	11	11	15
gene_1225	563	421	567	109	45	106
gene_1226	85	108	153	23	12	45
gene_1227	17	15	6	11	1	2
gene_1228	487	285	324	82	69	59
gene_1229	137	136	190	35	33	36
gene_1230	13	73	4	9	2	3
gene_1231	803	1361	826	268	263	319
gene_1232	135	135	138	34	52	43
gene_1233	12	21	1	3	3	4
gene_1234	525	544	570	123	146	147
gene_1235	679	735	659	129	176	119
gene_1236	600	784	287	65	90	170
gene_1237	23	10	30	0	1	3
gene_1238	30	19	30	6	8	7
gene_1239	9	31	0	1	1	0
gene_1240	757	448	7	90	12	2
gene_1241	26	44	4	3	2	2
gene_1242	90	95	68	11	18	19
gene_1243	648	542	549	117	125	127
gene_1244	2	21	0	0	0	0
gene_1245	27	24	45	10	4	13
gene_1246	103	27	126	29	7	10
gene_1247	3280	5684	12221	1055	3753	682
gene_1248	363	378	439	71	71	48
gene_1249	109	115	108	9	15	27
gene_1250	345	616	667	97	138	48
gene_1251	2693	531	1013	1045	171	282
gene_1252	113	88	97	17	11	12
gene_1253	42	180	104	30	22	32
gene_1254	243	187	194	15	75	72
gene_1255	9	49	0	0	20	2
gene_1256	95	152	111	52	32	30
gene_1257	30	50	36	20	12	16
gene_1258	111	135	165	35	47	25
gene_1259	83	90	92	22	21	25
gene_1260	37	30	51	9	6	12
gene_1261	0	0	0	0	2	1
gene_1262	87	149	89	47	42	35
gene_1263	57	121	49	17	10	23
gene_1264	140	148	163	46	39	20
gene_1265	0	0	8	0	2	0
gene_1266	36	22	21	6	5	5
gene_1267	5	31	1	1	4	1
gene_1268	17	4	21	1	0	1
gene_1269	601	117	53	32	13	27
gene_1270	2746	260	1908	315	420	344
gene_1271	72	33	1	2	9	0
gene_1272	6	0	0	2	2	2
gene_1273	355	527	339	90	106	101
gene_1274	190	187	276	57	74	58
gene_1275	639	166	52	85	5	90
gene_1276	135	120	139	41	41	35
gene_1277	192	306	196	45	57	75
gene_1278	42	26	7	37	2	54
gene_1279	177	212	125	34	23	15
gene_1280	181	216	205	47	49	49
gene_1281	64	56	68	22	14	22
gene_1282	2472	4614	3868	1046	1010	1030
gene_1283	365	288	196	94	73	63
gene_1284	9	12	79	1	3	3
gene_1285	487	638	719	90	219	138
gene_1286	0	0	21	0	3	7
gene_1287	46	57	46	10	12	9
gene_1288	122	158	131	37	45	36
gene_1289	386	806	447	205	100	104
gene_1290	219	302	239	72	71	81
gene_1291	219	378	267	137	59	80
gene_1292	0	17	0	0	0	0
gene_1293	60	55	49	10	20	16
gene_1294	13	15	11	0	6	0
gene_1295	24	18	2	1	2	1
gene_1296	68	3	4	0	0	4
gene_1297	800	1200	1616	724	178	272
gene_1298	836	1054	1464	299	345	271
gene_1299	190	251	141	33	23	49
gene_1300	5	16	39	3	10	6
gene_1301	183	105	112	40	23	36
gene_1302	109	246	199	41	50	45
gene_1303	13	5	0	0	0	0
gene_1304	36	7	19	4	10	0
gene_1305	571	406	526	135	153	87
gene_1306	1	2	2	5	20	0
gene_1307	2	0	0	9	11	0
gene_1308	1	1	8	0	4	1
gene_1309	2	23	26	3	6	7
gene_1310	5	0	1	0	0	0
gene_1311	1	4	6	0	0	0
gene_1312	42	6	6	13	4	2
gene_1313	48	4	46	8	2	23
gene_1314	92	150	112	28	28	27
gene_1315	383	103	748	52	37	83
gene_1316	173	218	155	39	65	57
gene_1317	833	1013	673	172	203	284
gene_1318	2404	2434	3179	438	452	656
gene_1319	4	57	198	5	18	24
gene_1320	521	469	437	134	110	114
gene_1321	0	41	5	2	9	0
gene_1322	27	15	2	2	2	1
gene_1323	119	64	127	7	15	19
gene_1324	61	47	7	4	0	1
gene_1325	1304	1394	1515	329	388	404
gene_1326	128	107	68	5	14	23
gene_1327	212	89	225	55	46	50
gene_1328	300	242	372	108	96	93
gene_1329	56	130	16	20	15	25
gene_1330	152	147	80	34	36	24
gene_1331	885	933	1138	248	264	291
gene_1332	595	478	393	176	185	132
gene_1333	327	213	322	68	70	112
gene_1334	5	1	11	1	0	5
gene_1335	1	4	0	4	0	4
gene_1336	23	5	38	5	2	9
gene_1337	71	95	79	39	15	29
gene_1338	922	767	967	156	200	221
gene_1339	153	140	177	36	38	49
gene_1340	15	0	54	4	2	0
gene_1341	0	7	3	4	6	2
gene_1342	0	3	3	0	1	0
gene_1343	98	107	130	28	54	57
gene_1344	271	203	350	33	85	41
gene_1345	467	434	332	82	75	96
gene_1346	181	156	176	37	48	46
gene_1347	74	48	81	10	15	16
gene_1348	746	601	666	152	135	183
gene_1349	12	0	0	11	29	51
gene_1350	3	4	5	0	0	0
gene_1351	1	1	8	2	0	0
gene_1352	101	94	62	28	26	31
gene_1353	2	1	0	2	1	0
gene_1354	392	380	389	127	104	101
gene_1355	54	61	40	7	21	0
gene_1356	347	204	198	74	65	61
gene_1357	130	57	72	17	16	22
gene_1358	10	37	21	16	12	24
gene_1359	81	114	70	1	7	28
gene_1360	12	274	49	2	17	0
gene_1361	160	229	232	29	44	39
gene_1362	155	129	120	33	20	36
gene_1363	289	239	447	88	55	68
gene_1364	0	0	2	2	0	0
gene_1365	29	70	39	38	14	7
gene_1366	50	59	61	18	16	15
gene_1367	1137	1075	1325	314	358	231
gene_1368	166	136	77	19	16	35
gene_1369	192	187	218	16	31	42
gene_1370	8	2	4	3	0	2
gene_1371	0	0	3	0	0	0
gene_1372	236	197	171	49	89	52
gene_1373	424	420	458	114	117	155
gene_1374	1303	673	497	216	296	53
gene_1375	0	4	16	0	13	3
gene_1376	101	19	100	38	12	23
gene_1377	232	237	220	31	92	31
gene_1378	18	4	29	2	6	16
gene_1379	117	104	130	32	39	35
gene_1380	0	5	9	0	0	3
gene_1381	363	8927	4	32	0	88
gene_1382	546	512	607	190	136	163
gene_1383	8728	8479	9740	3236	2786	1659
gene_1384	646	381	276	115	91	83
gene_1385	39	98	9	34	7	16
gene_1386	18	29	8	0	11	1
gene_1387	156	28	0	92	20	7
gene_1388	63	12	35	12	11	19
gene_1389	8	9	54	2	12	1
gene_1390	1245	1340	1381	330	256	286
gene_1391	1	6	6	0	0	3
gene_1392	2	2	0	0	0	0
gene_1393	10366	6012	6291	2183	1223	2792
gene_1394	4	4	0	0	0	0
gene_1395	36	94	19	16	8	24
gene_1396	61	39	27	15	14	15
gene_1397	545	463	446	111	124	112
gene_1398	8	15	8	4	1	0
gene_1399	194	235	96	24	78	56
gene_1400	12	6	20	19	1	0
gene_1401	0	0	0	2	3	0
gene_1402	0	6	4	0	1	1
gene_1403	9	11	7	1	3	3
gene_1404	3	37	27	4	1	2
gene_1405	189	94	124	24	51	58
gene_1406	380	380	242	70	90	72
gene_1407	17	15	17	2	3	2
gene_1408	408	382	382	93	71	98
gene_1409	0	0	0	0	1	0
gene_1410	34	44	39	13	10	18
gene_1411	192	265	181	68	45	108
gene_1412	74	147	86	44	31	47
gene_1413	317	108	460	95	92	62
gene_1414	4	0	0	1	2	4
gene_1415	213	43	133	25	14	10
gene_1416	699	214	2227	151	231	707
gene_1417	2	25	1	4	8	1
gene_1418	617	442	513	129	82	113
gene_1419	279	314	399	42	43	60
gene_1420	32	1	3	0	0	0
gene_1421	107	45	42	25	14	15
gene_1422	0	1	42	16	42	15
gene_1423	273	210	278	62	73	93
gene_1424	1	26	0	1	3	0
gene_1425	469	433	418	101	146	132
gene_1426	13	8	9	3	2	7
gene_1427	424	454	414	131	151	117
gene_1428	18	9	12	4	0	1
gene_1429	0	0	12	6	0	0
gene_1430	234	209	202	62	57	81
gene_1431	44	46	61	29	19	10
gene_1432	6	2	8	3	2	3
gene_1433	9	17	21	0	0	3
gene_1434	23	246	313	12	73	24
gene_1435	171	150	124	39	50	32
gene_1436	2	752	112	1	52	59
gene_1437	609	584	506	144	142	95
gene_1438	73	39	26	19	11	15
gene_1439	31	128	26	79	32	29
gene_1440	0	0	0	1	0	1
gene_1441	14586	8214	6821	1548	3298	1999
gene_1442	12	42	209	3	8	4
gene_1443	0	0	0	0	1	0
gene_1444	241	611	161	103	218	153
gene_1445	1	4	1	0	0	1
gene_1446	175	307	242	49	56	50
gene_1447	42	77	38	14	10	35
gene_1448	3	1	7	1	0	0
gene_1449	201	170	387	39	116	58
gene_1450	470	470	464	108	97	112
gene_1451	80	24	75	4	16	2
gene_1452	195	230	119	53	47	34
gene_1453	555	657	634	152	179	133
gene_1454	30	4	1	1	6	9
gene_1455	135	32	0	0	25	0
gene_1456	0	9	6	9	0	0
gene_1457	6	1	0	4	2	1
gene_1458	254	189	237	60	57	57
gene_1459	75	54	35	9	19	9
gene_1460	309	315	326	95	75	66
gene_1461	189	281	254	60	78	66
gene_1462	28	8	8	1	6	0
gene_1463	16	3	2	1	5	0
gene_1464	3	0	9	0	1	2
gene_1465	4	14	45	22	4	7
gene_1466	83	131	195	23	20	18
gene_1467	1062	1236	1340	305	474	497
gene_1468	661	463	791	25	64	65
gene_1469	145	154	194	38	36	61
gene_1470	28	39	51	17	7	9
gene_1471	338	393	383	126	156	75
gene_1472	86	77	102	32	47	22
gene_1473	434	427	392	113	82	102
gene_1474	201	148	199	52	40	42
gene_1475	1	2	1	0	5	0
gene_1476	3	0	8	0	1	0
gene_1477	91	90	109	19	34	24
gene_1478	0	0	2	1	2	0
gene_1479	1210	724	1396	260	197	286
gene_1480	67	64	33	14	17	15
gene_1481	6	9	0	1	0	0
gene_1482	13	5	26	23	44	20
gene_1483	16291	8263	7154	2315	1842	1543
gene_1484	5	1	45	15	8	1
gene_1485	585	550	399	135	149	181
gene_1486	723	703	724	201	259	177
gene_1487	1689	900	1378	260	443	290
gene_1488	179	120	107	54	47	14
gene_1489	43	27	19	10	29	19
gene_1490	3	22	0	14	1	0
gene_1491	651	328	335	73	72	83
gene_1492	83	71	53	16	23	8
gene_1493	192	195	296	58	56	88
gene_1494	157	244	105	54	53	71
gene_1495	38	31	37	8	7	19
gene_1496	9	7	0	11	0	17
gene_1497	482	730	288	136	123	194
gene_1498	29	39	88	0	2	0
gene_1499	0	2	0	4	0	5
gene_1500	3	1	0	0	0	1
gene_1501	3	19	4	11	4	0
gene_1502	150	26	117	5	3	0
gene_1503	38	6	23	3	5	4
gene_1504	373	434	281	76	92	107
gene_1505	92	539	148	303	33	171
gene_1506	1225	1469	1005	178	211	164
gene_1507	347	367	313	102	90	82
gene_1508	144	98	138	23	41	26
gene_1509	403	204	216	227	61	47
gene_1510	166	229	297	68	66	40
gene_1511	157	131	125	45	31	28
gene_1512	216	548	277	262	53	403
gene_1513	19	20	10	0	0	3
gene_1514	164	154	113	22	23	46
gene_1515	4	5	0	2	0	2
gene_1516	23	2	9	0	2	1
gene_1517	55	70	50	9	11	17
gene_1518	43	29	119	2	11	7
gene_1519	10	22	21	1	3	2
gene_1520	12	11	8	0	1	0
gene_1521	47	24	93	37	28	19
gene_1522	65	86	114	24	25	16
gene_1523	12	21	7	15	8	18
gene_1524	2	0	0	0	5	6
gene_1525	1	0	1	0	1	0
gene_1526	201	151	134	53	34	48
gene_1527	18	27	0	3	0	3
gene_1528	56	86	82	3	21	15
gene_1529	1	2	0	2	0	14
gene_1530	1015	1229	1126	285	345	332
gene_1531	1	4	3	0	0	0
gene_1532	2	1	0	1	1	0
gene_1533	0	9	4	2	9	1
gene_1534	31	27	128	24	5	23
gene_1535	0	2	0	7	3	0
gene_1536	66	79	97	20	15	30
gene_1537	53	114	80	6	18	14
gene_1538	91	74	129	25	31	20
gene_1539	36	63	70	4	47	12
gene_1540	288	196	366	78	44	61
gene_1541	243	334	296	85	56	56
gene_1542	160	111	100	44	20	14
gene_1543	19	13	21	1	5	7
gene_1544	615	742	623	198	122	152
gene_1545	9	3	7	3	0	2
gene_1546	499	348	34	10	33	1
gene_1547	0	36	0	22	12	23
gene_1548	11	3	14	9	7	4
gene_1549	6	13	13	2	0	4
gene_1550	260	462	483	80	142	81
gene_1551	0	10	0	0	0	0
gene_1552	100	177	176	26	48	58
gene_1553	62	139	208	6	1	2
gene_1554	17	2	35	2	1	3
gene_1555	652	395	927	132	264	202
gene_1556	44	32	123	17	26	35
gene_1557	109	178	37	23	22	48
gene_1558	98	193	86	19	60	39
gene_1559	1	0	7	0	4	1
gene_1560	3	6	9	2	2	2
gene_1561	11	13	15	0	2	1
gene_1562	29	10	34	1	3	4
gene_1563	43	20	24	17	13	12
gene_1564	59	70	99	1	6	27
gene_1565	5	4	0	0	3	0
gene_1566	274	194	159	39	47	65
gene_1567	4141	3168	4730	2108	1360	1604
gene_1568	69	75	45	13	30	7
gene_1569	451	574	486	101	66	86
gene_1570	0	8	1	2	0	0
gene_1571	11	15	5	4	7	3
gene_1572	3	9	6	0	0	0
gene_1573	3	7	1	3	0	0
gene_1574	10	21	9	1	0	2
gene_1575	4919	3018	4272	965	1028	1253
gene_1576	2729	1515	1662	631	453	368
gene_1577	14	18	32	6	9	6
gene_1578	13	7	5	7	5	10
gene_1579	0	4	5	0	0	0
gene_1580	210	154	166	51	62	38
